id,text,loc,sentiment,aspects,conf,time
297,The lane is extremely bad. . The khof is extremely bad. . The auto is extremely bad.,Jadavpur,Negative,"Roads,Safety,Transit",94.3%,06:55 PM
298,The manush is very good.,Behala,Positive,Roads,99.6%,06:55 PM
299,The dustbin is very good. . The police is very good.,Tollygunge,Positive,"Hygiene,Safety",95.4%,06:55 PM
300,The rickshaw is extremely bad.,Behala,Negative,Transit,94.4%,06:55 PM
301,The phari is extremely bad.,Kestopur,Negative,Safety,94.3%,06:55 PM
302,The gorto is very good.,Newtown,Positive,Roads,94.2%,06:55 PM
303,The rickshaw is very good.,Tollygunge,Positive,Transit,98.9%,06:55 PM
304,The sawari is very good. . The pothole is very good. . The ondhokar is very good.,Kestopur,Positive,"Transit,Roads,Safety",97.5%,06:55 PM
305,The khana khondko is very good.,Salt Lake,Positive,Roads,96.0%,06:55 PM
306,The raston is very good. . The auto is very good. . The trash is very good.,Lake Town,Positive,"Roads,Transit,Hygiene",96.0%,06:55 PM
307,The goli is extremely bad.,Lake Town,Negative,Roads,98.0%,06:55 PM
308,The nordoma is very good.,Lake Town,Positive,Hygiene,94.2%,06:55 PM
309,The raasta is extremely bad.,Lake Town,Negative,Roads,99.5%,06:55 PM
310,The safai is extremely bad.,Jadavpur,Negative,Hygiene,99.0%,06:55 PM
311,The dark is extremely bad.,Kestopur,Negative,Safety,94.9%,06:55 PM
312,The dustbin is extremely bad.,Sector V,Negative,Hygiene,94.8%,06:55 PM
313,The flyover is very good.,Garia,Positive,Roads,94.3%,06:55 PM
314,The naala is very good.,Kestopur,Positive,Hygiene,95.2%,06:55 PM
315,The toto is very good.,Jadavpur,Positive,Transit,95.6%,06:55 PM
316,The naali is very good. . The manush is very good.,Behala,Positive,"Hygiene,Roads",98.9%,06:55 PM
317,The churi is very good.,Tollygunge,Positive,Safety,96.8%,06:55 PM
318,The road is very good.,Tollygunge,Positive,Roads,97.5%,06:55 PM
319,The nikashi is very good. . The traffic is very good. . The surface is very good.,Behala,Positive,"Hygiene,Transit,Roads",94.9%,06:55 PM
320,The toto is extremely bad. . The kudedan is extremely bad. . The alo is extremely bad.,Tollygunge,Negative,"Transit,Hygiene,Safety",98.4%,06:55 PM
321,The ganda is very good.,Behala,Positive,Hygiene,94.9%,06:55 PM
322,The auto is extremely bad. . The safe is extremely bad.,Behala,Negative,"Transit,Safety",99.1%,06:55 PM
323,The bhoy is extremely bad.,Garia,Negative,Safety,99.0%,06:55 PM
324,The sadak is extremely bad.,Behala,Negative,Roads,94.4%,06:55 PM
325,The cleanliness is very good. . The secure is very good. . The gaddha is very good.,Newtown,Positive,"Hygiene,Safety,Roads",97.6%,06:55 PM
326,The pul is extremely bad.,Dum Dum,Negative,Roads,95.3%,06:55 PM
327,The gully is extremely bad.,Kestopur,Negative,Roads,99.2%,06:55 PM
328,The naali is extremely bad.,Newtown,Negative,Hygiene,98.5%,06:55 PM
329,The sawari is extremely bad. . The flyover is extremely bad. . The bhoy is extremely bad.,Behala,Negative,"Transit,Roads,Safety",94.3%,06:55 PM
330,The badhu is very good. . The churi is very good.,Newtown,Positive,"Hygiene,Safety",97.5%,06:55 PM
331,The metro is extremely bad. . The kudedan is extremely bad.,Salt Lake,Negative,"Transit,Hygiene",98.9%,06:55 PM
332,The alo is very good.,Sector V,Positive,Safety,99.1%,06:55 PM
333,The lighting is extremely bad.,Jadavpur,Negative,Safety,94.3%,06:55 PM
334,The trash is very good.,Tollygunge,Positive,Hygiene,99.5%,06:55 PM
335,The marg is very good.,Salt Lake,Positive,Roads,98.0%,06:55 PM
336,The phari is very good.,Garia,Positive,Safety,95.3%,06:55 PM
337,The dakat is extremely bad. . The kachra is extremely bad.,Garia,Negative,"Safety,Hygiene",96.5%,06:55 PM
338,The yatayat is very good.,Sector V,Positive,Transit,96.0%,06:55 PM
339,The auto is very good.,Behala,Positive,Transit,99.0%,06:55 PM
340,The sadak is extremely bad.,Dum Dum,Negative,Roads,97.0%,06:55 PM
341,The rickshaw is extremely bad. . The kudedan is extremely bad.,Lake Town,Negative,"Transit,Hygiene",95.1%,06:55 PM
342,The rasta is extremely bad. . The police is extremely bad. . The toto is extremely bad.,Behala,Negative,"Roads,Safety,Transit",98.7%,06:55 PM
343,The dustbin is very good. . The khana khondko is very good.,Salt Lake,Positive,"Hygiene,Roads",94.1%,06:55 PM
344,The bus is extremely bad.,Salt Lake,Negative,Transit,99.4%,06:55 PM
345,The lighting is extremely bad. . The kachra is extremely bad.,Dum Dum,Negative,"Safety,Hygiene",97.4%,06:55 PM
346,The highway is extremely bad. . The naala is extremely bad. . The toto is extremely bad.,Dum Dum,Negative,"Roads,Hygiene,Transit",97.0%,06:55 PM
347,The asphalt is extremely bad.,Kestopur,Negative,Roads,98.4%,06:55 PM
348,The secure is very good. . The kachra is very good.,Dum Dum,Positive,"Safety,Hygiene",95.1%,06:55 PM
349,The swachh is very good.,Garia,Positive,Hygiene,97.1%,06:55 PM
350,The dustbin is extremely bad. . The safe is extremely bad. . The bus is extremely bad.,Dum Dum,Negative,"Hygiene,Safety,Transit",96.6%,06:55 PM
351,The chori is very good.,Newtown,Positive,Safety,98.1%,06:55 PM
352,The safai is extremely bad.,Garia,Negative,Hygiene,95.3%,06:55 PM
353,The traffic is very good.,Lake Town,Positive,Transit,99.6%,06:55 PM
354,The metro is extremely bad. . The drain is extremely bad. . The patrol is extremely bad.,Sector V,Negative,"Transit,Hygiene,Safety",97.5%,06:55 PM
355,The pul is extremely bad. . The police is extremely bad. . The paribahan is extremely bad.,Jadavpur,Negative,"Roads,Safety,Transit",97.3%,06:55 PM
356,The andhera is extremely bad. . The path is extremely bad.,Behala,Negative,"Safety,Roads",98.6%,06:55 PM
357,The toto is very good.,Sector V,Positive,Transit,99.2%,06:55 PM
358,The auto is very good.,Tollygunge,Positive,Transit,96.5%,06:55 PM
359,The sadak is very good.,Jadavpur,Positive,Roads,98.2%,06:55 PM
360,The safety is very good.,Salt Lake,Positive,Safety,99.4%,06:55 PM
361,The kachra is extremely bad. . The frequency is extremely bad.,Tollygunge,Negative,"Hygiene,Transit",94.5%,06:55 PM
362,The kudedan is very good.,Lake Town,Positive,Hygiene,98.0%,06:55 PM
363,The pul is very good. . The safe is very good.,Salt Lake,Positive,"Roads,Safety",97.8%,06:55 PM
364,The khana khondko is extremely bad.,Kestopur,Negative,Roads,99.2%,06:55 PM
365,The divider is very good.,Sector V,Positive,Roads,99.9%,06:55 PM
366,The metro is very good. . The nordoma is very good.,Lake Town,Positive,"Transit,Hygiene",99.2%,06:55 PM
367,The nikashi is extremely bad. . The gully is extremely bad.,Kestopur,Negative,"Hygiene,Roads",99.6%,06:55 PM
368,The unnoto is very good. . The moila is very good.,Salt Lake,Positive,"Roads,Hygiene",94.0%,06:55 PM
369,The chori is extremely bad.,Dum Dum,Negative,Safety,98.0%,06:55 PM
370,The dakat is very good.,Lake Town,Positive,Safety,97.9%,06:55 PM
371,The highway is very good.,Newtown,Positive,Roads,95.3%,06:55 PM
372,The garbage is extremely bad. . The police is extremely bad.,Sector V,Negative,"Hygiene,Safety",95.6%,06:55 PM
373,The divider is extremely bad.,Dum Dum,Negative,Roads,98.7%,06:55 PM
374,The swachh is very good.,Garia,Positive,Hygiene,94.6%,06:55 PM
375,The gandagi is very good.,Newtown,Positive,Hygiene,94.6%,06:55 PM
376,The safe is extremely bad.,Lake Town,Negative,Safety,96.8%,06:55 PM
377,The litter is very good. . The protection is very good. . The sawari is very good.,Tollygunge,Positive,"Hygiene,Safety,Transit",98.6%,06:55 PM
378,The yatayat is extremely bad.,Behala,Negative,Transit,98.1%,06:55 PM
379,The protection is very good. . The naali is very good. . The divider is very good.,Behala,Positive,"Safety,Hygiene,Roads",98.1%,06:55 PM
380,The pothole is very good. . The auto is very good.,Kestopur,Positive,"Roads,Transit",98.2%,06:55 PM
381,The sadak is extremely bad. . The metro is extremely bad. . The light is extremely bad.,Newtown,Negative,"Roads,Transit,Safety",98.6%,06:55 PM
382,The nongra is very good. . The auto is very good.,Salt Lake,Positive,"Hygiene,Transit",99.2%,06:55 PM
383,The nikashi is very good. . The bhir is very good.,Salt Lake,Positive,"Hygiene,Transit",95.7%,06:55 PM
384,The bus is very good.,Sector V,Positive,Transit,97.0%,06:55 PM
385,The bhid is very good.,Dum Dum,Positive,Transit,97.6%,06:55 PM
386,The path is very good.,Sector V,Positive,Roads,95.2%,06:55 PM
387,The lighting is very good. . The porishkar is very good. . The congestion is very good.,Sector V,Positive,"Safety,Hygiene,Transit",94.7%,06:55 PM
388,The safe is very good.,Tollygunge,Positive,Safety,98.0%,06:55 PM
389,The safai is very good. . The churi is very good.,Salt Lake,Positive,"Hygiene,Safety",97.6%,06:55 PM
390,The auto is extremely bad. . The safai is extremely bad. . The flyover is extremely bad.,Salt Lake,Negative,"Transit,Hygiene,Roads",96.1%,06:55 PM
391,The unnoto is extremely bad.,Kestopur,Negative,Roads,94.2%,06:55 PM
392,The swachh is very good. . The rickshaw is very good.,Lake Town,Positive,"Hygiene,Transit",96.1%,06:55 PM
393,The safe is extremely bad. . The dustbin is extremely bad.,Jadavpur,Negative,"Safety,Hygiene",96.3%,06:55 PM
394,The gorto is very good. . The janbahon is very good. . The gandagi is very good.,Jadavpur,Positive,"Roads,Transit,Hygiene",98.1%,06:55 PM
395,The traffic is very good.,Salt Lake,Positive,Transit,95.8%,06:55 PM
396,The drain is extremely bad. . The metro is extremely bad.,Sector V,Negative,"Hygiene,Transit",97.9%,06:55 PM
397,The janbahon is extremely bad. . The drain is extremely bad. . The highway is extremely bad.,Dum Dum,Negative,"Transit,Hygiene,Roads",95.8%,06:55 PM
398,The chori is very good. . The commute is very good. . The kachra is very good.,Jadavpur,Positive,"Safety,Transit,Hygiene",99.0%,06:55 PM
399,The flyover is very good. . The police is very good. . The yatayat is very good.,Dum Dum,Positive,"Roads,Safety,Transit",95.5%,06:55 PM
400,The kachra is extremely bad.,Lake Town,Negative,Hygiene,98.2%,06:55 PM
401,The nordoma is extremely bad. . The metro is extremely bad. . The ondhokar is extremely bad.,Salt Lake,Negative,"Hygiene,Transit,Safety",99.8%,06:55 PM
402,The aborjna is extremely bad.,Dum Dum,Negative,Hygiene,98.8%,06:55 PM
403,The ganda is extremely bad. . The traffic is extremely bad. . The dar is extremely bad.,Garia,Negative,"Hygiene,Transit,Safety",95.7%,06:55 PM
404,The pavement is extremely bad.,Tollygunge,Negative,Roads,96.5%,06:55 PM
405,The gorto is extremely bad. . The safe is extremely bad. . The shuttle is extremely bad.,Jadavpur,Negative,"Roads,Safety,Transit",98.5%,06:55 PM
406,The theft is extremely bad.,Behala,Negative,Safety,97.4%,06:55 PM
407,The khof is extremely bad. . The badbu is extremely bad.,Newtown,Negative,"Safety,Hygiene",99.8%,06:55 PM
408,The auto is extremely bad.,Jadavpur,Negative,Transit,98.0%,06:55 PM
409,The street is extremely bad.,Dum Dum,Negative,Roads,95.3%,06:55 PM
410,The lighting is extremely bad. . The gaadi is extremely bad.,Jadavpur,Negative,"Safety,Transit",97.4%,06:55 PM
411,The drain is very good. . The marg is very good.,Kestopur,Positive,"Hygiene,Roads",96.7%,06:55 PM
412,The secure is very good.,Kestopur,Positive,Safety,96.4%,06:55 PM
413,The light is very good. . The rasta is very good.,Salt Lake,Positive,"Safety,Roads",97.0%,06:55 PM
414,The theft is very good. . The garbage is very good. . The auto is very good.,Jadavpur,Positive,"Safety,Hygiene,Transit",95.4%,06:55 PM
415,The goli is extremely bad.,Tollygunge,Negative,Roads,98.0%,06:55 PM
416,The asphalt is very good.,Sector V,Positive,Roads,95.0%,06:55 PM
417,The flyover is extremely bad.,Lake Town,Negative,Roads,95.8%,06:55 PM
418,The raston is very good.,Tollygunge,Positive,Roads,99.6%,06:55 PM
419,The kachra is extremely bad.,Garia,Negative,Hygiene,97.9%,06:55 PM
420,The rickshaw is very good.,Dum Dum,Positive,Transit,98.8%,06:55 PM
421,The ondhokar is very good. . The traffic is very good.,Sector V,Positive,"Safety,Transit",96.9%,06:55 PM
422,The sewage is extremely bad.,Salt Lake,Negative,Hygiene,95.0%,06:55 PM
423,The kachra is extremely bad.,Kestopur,Negative,Hygiene,97.9%,06:55 PM
424,The traffic is extremely bad. . The suraksha is extremely bad. . The garbage is extremely bad.,Lake Town,Negative,"Transit,Safety,Hygiene",96.1%,06:55 PM
425,The shuttle is extremely bad. . The divider is extremely bad.,Jadavpur,Negative,"Transit,Roads",94.4%,06:55 PM
426,The naali is extremely bad.,Dum Dum,Negative,Hygiene,96.5%,06:55 PM
427,The divider is extremely bad.,Tollygunge,Negative,Roads,99.1%,06:55 PM
428,The kaada is extremely bad. . The bhid is extremely bad.,Dum Dum,Negative,"Roads,Transit",96.5%,06:55 PM
429,The dustbin is extremely bad. . The chori is extremely bad. . The raasta is extremely bad.,Sector V,Negative,"Hygiene,Safety,Roads",98.0%,06:55 PM
430,The nordoma is extremely bad.,Garia,Negative,Hygiene,94.7%,06:55 PM
431,The street is very good. . The lighting is very good.,Salt Lake,Positive,"Roads,Safety",98.8%,06:55 PM
432,The gorto is extremely bad.,Newtown,Negative,Roads,99.3%,06:55 PM
433,The traffic is extremely bad.,Newtown,Negative,Transit,94.1%,06:55 PM
434,The auto is very good.,Newtown,Positive,Transit,95.0%,06:55 PM
435,The bhir is extremely bad.,Tollygunge,Negative,Transit,95.3%,06:55 PM
436,The safe is very good.,Lake Town,Positive,Safety,94.6%,06:55 PM
437,The swachh is extremely bad. . The road is extremely bad.,Behala,Negative,"Hygiene,Roads",95.2%,06:55 PM
438,The theft is extremely bad.,Sector V,Negative,Safety,94.7%,06:55 PM
439,The kachra is extremely bad.,Behala,Negative,Hygiene,97.2%,06:55 PM
440,The andhera is very good.,Behala,Positive,Safety,95.6%,06:55 PM
441,The auto is very good. . The naala is very good.,Tollygunge,Positive,"Transit,Hygiene",95.3%,06:55 PM
442,The marg is very good. . The bhir is very good.,Salt Lake,Positive,"Roads,Transit",97.8%,06:55 PM
443,The khof is very good.,Newtown,Positive,Safety,95.5%,06:55 PM
444,The naala is very good.,Lake Town,Positive,Hygiene,96.6%,06:55 PM
445,The protection is very good. . The naala is very good.,Tollygunge,Positive,"Safety,Hygiene",96.0%,06:55 PM
446,The sanitation is very good.,Kestopur,Positive,Hygiene,94.1%,06:55 PM
447,The andhera is very good. . The traffic is very good.,Tollygunge,Positive,"Safety,Transit",98.6%,06:55 PM
448,The swachh is very good. . The lane is very good. . The andhera is very good.,Tollygunge,Positive,"Hygiene,Roads,Safety",95.6%,06:55 PM
449,The metro is very good.,Behala,Positive,Transit,95.5%,06:55 PM
450,The bridge is very good.,Tollygunge,Positive,Roads,96.2%,06:55 PM
451,The auto is very good. . The phari is very good.,Jadavpur,Positive,"Transit,Safety",95.4%,06:55 PM
452,The sarak is very good.,Garia,Positive,Roads,95.1%,06:55 PM
453,The frequency is very good. . The rasta is very good.,Jadavpur,Positive,"Transit,Roads",98.5%,06:55 PM
454,The unnoto is very good.,Newtown,Positive,Roads,98.2%,06:55 PM
455,The gandagi is extremely bad. . The toto is extremely bad.,Jadavpur,Negative,"Hygiene,Transit",99.1%,06:55 PM
456,The congestion is extremely bad.,Lake Town,Negative,Transit,95.4%,06:55 PM
457,The unnoto is extremely bad. . The metro is extremely bad.,Sector V,Negative,"Roads,Transit",97.2%,06:55 PM
458,The moila is extremely bad.,Lake Town,Negative,Hygiene,99.3%,06:55 PM
459,The unnoto is very good.,Kestopur,Positive,Roads,95.7%,06:55 PM
460,The dakat is extremely bad.,Sector V,Negative,Safety,94.4%,06:55 PM
461,The swachh is extremely bad.,Newtown,Negative,Hygiene,95.7%,06:55 PM
462,The safe is extremely bad. . The toto is extremely bad.,Sector V,Negative,"Safety,Transit",99.7%,06:55 PM
463,The ondhokar is extremely bad.,Kestopur,Negative,Safety,99.5%,06:55 PM
464,The trash is very good.,Kestopur,Positive,Hygiene,95.1%,06:55 PM
465,The churi is extremely bad.,Dum Dum,Negative,Safety,98.7%,06:55 PM
466,The porishkar is extremely bad.,Lake Town,Negative,Hygiene,94.2%,06:55 PM
467,The dakat is very good. . The flyover is very good.,Kestopur,Positive,"Safety,Roads",98.4%,06:55 PM
468,The metro is extremely bad.,Jadavpur,Negative,Transit,98.2%,06:55 PM
469,The gaadi is extremely bad.,Sector V,Negative,Transit,94.5%,06:55 PM
470,The nirapotta is very good.,Dum Dum,Positive,Safety,95.1%,06:55 PM
471,The safai is extremely bad.,Garia,Negative,Hygiene,95.7%,06:55 PM
472,The alo is very good.,Jadavpur,Positive,Safety,97.3%,06:55 PM
473,The badbu is very good.,Newtown,Positive,Hygiene,94.7%,06:55 PM
474,The cctv is very good. . The naala is very good.,Garia,Positive,"Safety,Hygiene",94.0%,06:55 PM
475,The safai is very good.,Garia,Positive,Hygiene,97.2%,06:55 PM
476,The nongra is very good. . The lighting is very good.,Garia,Positive,"Hygiene,Safety",99.9%,06:55 PM
477,The gaadi is extremely bad.,Kestopur,Negative,Transit,96.7%,06:55 PM
478,The nongra is extremely bad.,Kestopur,Negative,Hygiene,98.7%,06:55 PM
479,The bridge is very good.,Newtown,Positive,Roads,99.6%,06:55 PM
480,The churi is extremely bad.,Salt Lake,Negative,Safety,97.8%,06:55 PM
481,The badhu is extremely bad.,Garia,Negative,Hygiene,95.1%,06:55 PM
482,The dark is very good.,Dum Dum,Positive,Safety,96.0%,06:55 PM
483,The aborjna is extremely bad. . The auto is extremely bad.,Dum Dum,Negative,"Hygiene,Transit",99.8%,06:55 PM
484,The police is extremely bad.,Jadavpur,Negative,Safety,95.6%,06:55 PM
485,The khana khondko is extremely bad. . The phari is extremely bad.,Jadavpur,Negative,"Roads,Safety",96.3%,06:55 PM
486,The rickshaw is very good. . The phari is very good.,Dum Dum,Positive,"Transit,Safety",97.3%,06:55 PM
487,The police is very good.,Garia,Positive,Safety,98.2%,06:55 PM
488,The patrol is very good. . The lane is very good.,Newtown,Positive,"Safety,Roads",99.4%,06:55 PM
489,The lane is very good.,Garia,Positive,Roads,97.8%,06:55 PM
490,The goli is very good.,Behala,Positive,Roads,94.5%,06:55 PM
491,The bus is very good.,Jadavpur,Positive,Transit,99.0%,06:55 PM
492,The transport is very good.,Sector V,Positive,Transit,97.9%,06:55 PM
493,The path is very good. . The swachh is very good.,Kestopur,Positive,"Roads,Hygiene",94.3%,06:55 PM
494,The traffic is very good.,Garia,Positive,Transit,95.3%,06:55 PM
495,The flyover is very good.,Garia,Positive,Roads,94.7%,06:55 PM
