id,text,loc,sentiment,aspects,conf,time,cleaned_text
220,The bhoy is extremely bad.,Sector V,Negative,Safety,98.6%,06:55 PM,the bhoy is extremely bad.
221,The ganda is very good.,Newtown,Positive,Hygiene,97.7%,06:55 PM,the ganda is very good.
222,The auto is extremely bad.,Sector V,Negative,Transit,98.4%,06:55 PM,the auto is extremely bad.
223,The andhera is extremely bad.,Kestopur,Negative,Safety,97.7%,06:55 PM,the andhera is extremely bad.
224,The commute is very good. . The goli is very good.,Newtown,Positive,"Transit,Roads",95.5%,06:55 PM,the commute is very good. . the goli is very good.
225,The rasta is very good.,Dum Dum,Positive,Roads,98.8%,06:55 PM,the rasta is very good.
226,The sarak is extremely bad.,Salt Lake,Negative,Roads,95.8%,06:55 PM,the sarak is extremely bad.
227,The highway is extremely bad. . The traffic is extremely bad.,Dum Dum,Negative,"Roads,Transit",98.8%,06:55 PM,the highway is extremely bad. . the traffic is extremely bad.
228,The gorto is extremely bad.,Jadavpur,Negative,Roads,99.2%,06:55 PM,the gorto is extremely bad.
229,The suraksha is extremely bad.,Jadavpur,Negative,Safety,95.8%,06:55 PM,the suraksha is extremely bad.
230,The safety is extremely bad. . The dustbin is extremely bad.,Jadavpur,Negative,"Safety,Hygiene",96.2%,06:55 PM,the safety is extremely bad. . the dustbin is extremely bad.
231,The nirapotta is extremely bad. . The cleanliness is extremely bad.,Salt Lake,Negative,"Safety,Hygiene",97.9%,06:55 PM,the nirapotta is extremely bad. . the cleanliness is extremely bad.
232,The rickshaw is very good. . The theft is very good. . The nordoma is very good.,Sector V,Positive,"Transit,Safety,Hygiene",99.0%,06:55 PM,the rickshaw is very good. . the theft is very good. . the nordoma is very good.
233,The badhu is extremely bad.,Newtown,Negative,Hygiene,94.8%,06:55 PM,the badhu is extremely bad.
234,The kaada is extremely bad.,Salt Lake,Negative,Roads,94.2%,06:55 PM,the kaada is extremely bad.
235,The unnoto is extremely bad. . The phari is extremely bad. . The dustbin is extremely bad.,Salt Lake,Negative,"Roads,Safety,Hygiene",99.3%,06:55 PM,the unnoto is extremely bad. . the phari is extremely bad. . the dustbin is extremely bad.
236,The dustbin is extremely bad.,Dum Dum,Negative,Hygiene,95.2%,06:55 PM,the dustbin is extremely bad.
237,The light is very good. . The goli is very good.,Salt Lake,Positive,"Safety,Roads",95.0%,06:55 PM,the light is very good. . the goli is very good.
238,The sarak is very good. . The congestion is very good.,Newtown,Positive,"Roads,Transit",95.6%,06:55 PM,the sarak is very good. . the congestion is very good.
239,The bridge is extremely bad.,Salt Lake,Negative,Roads,98.6%,06:55 PM,the bridge is extremely bad.
240,The rickshaw is very good.,Newtown,Positive,Transit,98.4%,06:55 PM,the rickshaw is very good.
241,The marg is very good.,Tollygunge,Positive,Roads,96.3%,06:55 PM,the marg is very good.
242,The rickshaw is extremely bad.,Jadavpur,Negative,Transit,94.1%,06:55 PM,the rickshaw is extremely bad.
243,The phari is very good.,Newtown,Positive,Safety,98.3%,06:55 PM,the phari is very good.
244,The police is extremely bad. . The asphalt is extremely bad.,Jadavpur,Negative,"Safety,Roads",99.0%,06:55 PM,the police is extremely bad. . the asphalt is extremely bad.
245,The pothole is extremely bad. . The safe is extremely bad.,Sector V,Negative,"Roads,Safety",94.6%,06:55 PM,the pothole is extremely bad. . the safe is extremely bad.
246,The rickshaw is extremely bad.,Lake Town,Negative,Transit,99.7%,06:55 PM,the rickshaw is extremely bad.
247,The stench is very good.,Dum Dum,Positive,Hygiene,96.2%,06:55 PM,the stench is very good.
248,The yatayat is extremely bad.,Lake Town,Negative,Transit,96.9%,06:55 PM,the yatayat is extremely bad.
249,The traffic is very good.,Behala,Positive,Transit,97.2%,06:55 PM,the traffic is very good.
250,The swachh is extremely bad. . The bhoy is extremely bad.,Salt Lake,Negative,"Hygiene,Safety",95.8%,06:55 PM,the swachh is extremely bad. . the bhoy is extremely bad.
251,The police is extremely bad.,Jadavpur,Negative,Safety,97.4%,06:55 PM,the police is extremely bad.
252,The nongra is very good.,Salt Lake,Positive,Hygiene,94.3%,06:55 PM,the nongra is very good.
253,The crime is very good.,Salt Lake,Positive,Safety,95.5%,06:55 PM,the crime is very good.
254,The nongra is very good.,Tollygunge,Positive,Hygiene,96.7%,06:55 PM,the nongra is very good.
255,The unnoto is very good. . The frequency is very good. . The waste is very good.,Jadavpur,Positive,"Roads,Transit,Hygiene",98.8%,06:55 PM,the unnoto is very good. . the frequency is very good. . the waste is very good.
256,The ganda is very good. . The gorto is very good.,Salt Lake,Positive,"Hygiene,Roads",95.8%,06:55 PM,the ganda is very good. . the gorto is very good.
257,The police is extremely bad.,Sector V,Negative,Safety,95.7%,06:55 PM,the police is extremely bad.
258,The bhoy is extremely bad.,Tollygunge,Negative,Safety,94.6%,06:55 PM,the bhoy is extremely bad.
259,The bus is extremely bad. . The safe is extremely bad.,Salt Lake,Negative,"Transit,Safety",98.2%,06:55 PM,the bus is extremely bad. . the safe is extremely bad.
260,The surface is extremely bad.,Newtown,Negative,Roads,99.8%,06:55 PM,the surface is extremely bad.
261,The commute is extremely bad.,Salt Lake,Negative,Transit,94.6%,06:55 PM,the commute is extremely bad.
262,The gaddha is very good. . The toto is very good.,Kestopur,Positive,"Roads,Transit",95.8%,06:55 PM,the gaddha is very good. . the toto is very good.
263,The asphalt is very good. . The churi is very good. . The badhu is very good.,Lake Town,Positive,"Roads,Safety,Hygiene",95.5%,06:55 PM,the asphalt is very good. . the churi is very good. . the badhu is very good.
264,The transport is very good. . The lane is very good.,Lake Town,Positive,"Transit,Roads",98.5%,06:55 PM,the transport is very good. . the lane is very good.
265,The swachh is extremely bad.,Tollygunge,Negative,Hygiene,99.8%,06:55 PM,the swachh is extremely bad.
266,The congestion is extremely bad. . The suraksha is extremely bad.,Newtown,Negative,"Transit,Safety",95.4%,06:55 PM,the congestion is extremely bad. . the suraksha is extremely bad.
267,The goli is extremely bad.,Garia,Negative,Roads,94.1%,06:55 PM,the goli is extremely bad.
268,The bhid is extremely bad.,Garia,Negative,Transit,96.1%,06:55 PM,the bhid is extremely bad.
269,The phari is extremely bad.,Behala,Negative,Safety,94.4%,06:55 PM,the phari is extremely bad.
270,The rickshaw is extremely bad.,Tollygunge,Negative,Transit,98.0%,06:55 PM,the rickshaw is extremely bad.
271,The naala is very good.,Kestopur,Positive,Hygiene,94.5%,06:55 PM,the naala is very good.
272,The badbu is extremely bad.,Garia,Negative,Hygiene,94.2%,06:55 PM,the badbu is extremely bad.
273,The yatayat is extremely bad. . The waste is extremely bad.,Lake Town,Negative,"Transit,Hygiene",98.6%,06:55 PM,the yatayat is extremely bad. . the waste is extremely bad.
274,The raasta is extremely bad.,Newtown,Negative,Roads,97.2%,06:55 PM,the raasta is extremely bad.
275,The dakat is extremely bad.,Behala,Negative,Safety,97.3%,06:55 PM,the dakat is extremely bad.
276,The unnoto is very good. . The trash is very good.,Newtown,Positive,"Roads,Hygiene",99.2%,06:55 PM,the unnoto is very good. . the trash is very good.
277,The moila is extremely bad. . The bus is extremely bad. . The street is extremely bad.,Newtown,Negative,"Hygiene,Transit,Roads",98.5%,06:55 PM,the moila is extremely bad. . the bus is extremely bad. . the street is extremely bad.
278,The drain is extremely bad. . The churi is extremely bad.,Newtown,Negative,"Hygiene,Safety",98.3%,06:55 PM,the drain is extremely bad. . the churi is extremely bad.
279,The metro is very good.,Jadavpur,Positive,Transit,96.6%,06:55 PM,the metro is very good.
280,The path is extremely bad.,Tollygunge,Negative,Roads,95.1%,06:55 PM,the path is extremely bad.
281,The dustbin is extremely bad.,Jadavpur,Negative,Hygiene,96.8%,06:55 PM,the dustbin is extremely bad.
282,The police is very good. . The trash is very good. . The goli is very good.,Sector V,Positive,"Safety,Hygiene,Roads",98.1%,06:55 PM,the police is very good. . the trash is very good. . the goli is very good.
283,The bhid is very good.,Sector V,Positive,Transit,98.2%,06:55 PM,the bhid is very good.
284,The cctv is extremely bad.,Garia,Negative,Safety,96.3%,06:55 PM,the cctv is extremely bad.
285,The goli is very good.,Dum Dum,Positive,Roads,96.4%,06:55 PM,the goli is very good.
286,The bus is extremely bad.,Jadavpur,Negative,Transit,94.3%,06:55 PM,the bus is extremely bad.
287,The auto is very good.,Tollygunge,Positive,Transit,94.5%,06:55 PM,the auto is very good.
288,The protection is extremely bad. . The trash is extremely bad. . The frequency is extremely bad.,Salt Lake,Negative,"Safety,Hygiene,Transit",98.1%,06:55 PM,the protection is extremely bad. . the trash is extremely bad. . the frequency is extremely bad.
289,The patrol is extremely bad.,Newtown,Negative,Safety,94.9%,06:55 PM,the patrol is extremely bad.
290,The alo is extremely bad. . The trash is extremely bad.,Behala,Negative,"Safety,Hygiene",99.3%,06:55 PM,the alo is extremely bad. . the trash is extremely bad.
291,The bhoy is extremely bad.,Kestopur,Negative,Safety,95.9%,06:55 PM,the bhoy is extremely bad.
292,The light is very good.,Tollygunge,Positive,Safety,94.2%,06:55 PM,the light is very good.
293,The crime is very good.,Sector V,Positive,Safety,96.0%,06:55 PM,the crime is very good.
294,The highway is very good.,Kestopur,Positive,Roads,94.4%,06:55 PM,the highway is very good.
295,The commute is very good. . The drain is very good. . The churi is very good.,Lake Town,Positive,"Transit,Hygiene,Safety",96.9%,06:55 PM,the commute is very good. . the drain is very good. . the churi is very good.
296,The rasta is very good. . The safai is very good.,Dum Dum,Positive,"Roads,Hygiene",94.5%,06:55 PM,the rasta is very good. . the safai is very good.
297,The lane is extremely bad. . The khof is extremely bad. . The auto is extremely bad.,Jadavpur,Negative,"Roads,Safety,Transit",94.3%,06:55 PM,the lane is extremely bad. . the khof is extremely bad. . the auto is extremely bad.
298,The manush is very good.,Behala,Positive,Roads,99.6%,06:55 PM,the manush is very good.
299,The dustbin is very good. . The police is very good.,Tollygunge,Positive,"Hygiene,Safety",95.4%,06:55 PM,the dustbin is very good. . the police is very good.
300,The rickshaw is extremely bad.,Behala,Negative,Transit,94.4%,06:55 PM,the rickshaw is extremely bad.
301,The phari is extremely bad.,Kestopur,Negative,Safety,94.3%,06:55 PM,the phari is extremely bad.
302,The gorto is very good.,Newtown,Positive,Roads,94.2%,06:55 PM,the gorto is very good.
303,The rickshaw is very good.,Tollygunge,Positive,Transit,98.9%,06:55 PM,the rickshaw is very good.
304,The sawari is very good. . The pothole is very good. . The ondhokar is very good.,Kestopur,Positive,"Transit,Roads,Safety",97.5%,06:55 PM,the sawari is very good. . the pothole is very good. . the ondhokar is very good.
305,The khana khondko is very good.,Salt Lake,Positive,Roads,96.0%,06:55 PM,the khana khondko is very good.
306,The raston is very good. . The auto is very good. . The trash is very good.,Lake Town,Positive,"Roads,Transit,Hygiene",96.0%,06:55 PM,the raston is very good. . the auto is very good. . the trash is very good.
307,The goli is extremely bad.,Lake Town,Negative,Roads,98.0%,06:55 PM,the goli is extremely bad.
308,The nordoma is very good.,Lake Town,Positive,Hygiene,94.2%,06:55 PM,the nordoma is very good.
309,The raasta is extremely bad.,Lake Town,Negative,Roads,99.5%,06:55 PM,the raasta is extremely bad.
310,The safai is extremely bad.,Jadavpur,Negative,Hygiene,99.0%,06:55 PM,the safai is extremely bad.
311,The dark is extremely bad.,Kestopur,Negative,Safety,94.9%,06:55 PM,the dark is extremely bad.
312,The dustbin is extremely bad.,Sector V,Negative,Hygiene,94.8%,06:55 PM,the dustbin is extremely bad.
313,The flyover is very good.,Garia,Positive,Roads,94.3%,06:55 PM,the flyover is very good.
314,The naala is very good.,Kestopur,Positive,Hygiene,95.2%,06:55 PM,the naala is very good.
315,The toto is very good.,Jadavpur,Positive,Transit,95.6%,06:55 PM,the toto is very good.
316,The naali is very good. . The manush is very good.,Behala,Positive,"Hygiene,Roads",98.9%,06:55 PM,the naali is very good. . the manush is very good.
317,The churi is very good.,Tollygunge,Positive,Safety,96.8%,06:55 PM,the churi is very good.
318,The road is very good.,Tollygunge,Positive,Roads,97.5%,06:55 PM,the road is very good.
319,The nikashi is very good. . The traffic is very good. . The surface is very good.,Behala,Positive,"Hygiene,Transit,Roads",94.9%,06:55 PM,the nikashi is very good. . the traffic is very good. . the surface is very good.
320,The toto is extremely bad. . The kudedan is extremely bad. . The alo is extremely bad.,Tollygunge,Negative,"Transit,Hygiene,Safety",98.4%,06:55 PM,the toto is extremely bad. . the kudedan is extremely bad. . the alo is extremely bad.
321,The ganda is very good.,Behala,Positive,Hygiene,94.9%,06:55 PM,the ganda is very good.
322,The auto is extremely bad. . The safe is extremely bad.,Behala,Negative,"Transit,Safety",99.1%,06:55 PM,the auto is extremely bad. . the safe is extremely bad.
323,The bhoy is extremely bad.,Garia,Negative,Safety,99.0%,06:55 PM,the bhoy is extremely bad.
324,The sadak is extremely bad.,Behala,Negative,Roads,94.4%,06:55 PM,the sadak is extremely bad.
325,The cleanliness is very good. . The secure is very good. . The gaddha is very good.,Newtown,Positive,"Hygiene,Safety,Roads",97.6%,06:55 PM,the cleanliness is very good. . the secure is very good. . the gaddha is very good.
326,The pul is extremely bad.,Dum Dum,Negative,Roads,95.3%,06:55 PM,the pul is extremely bad.
327,The gully is extremely bad.,Kestopur,Negative,Roads,99.2%,06:55 PM,the gully is extremely bad.
328,The naali is extremely bad.,Newtown,Negative,Hygiene,98.5%,06:55 PM,the naali is extremely bad.
329,The sawari is extremely bad. . The flyover is extremely bad. . The bhoy is extremely bad.,Behala,Negative,"Transit,Roads,Safety",94.3%,06:55 PM,the sawari is extremely bad. . the flyover is extremely bad. . the bhoy is extremely bad.
330,The badhu is very good. . The churi is very good.,Newtown,Positive,"Hygiene,Safety",97.5%,06:55 PM,the badhu is very good. . the churi is very good.
331,The metro is extremely bad. . The kudedan is extremely bad.,Salt Lake,Negative,"Transit,Hygiene",98.9%,06:55 PM,the metro is extremely bad. . the kudedan is extremely bad.
332,The alo is very good.,Sector V,Positive,Safety,99.1%,06:55 PM,the alo is very good.
333,The lighting is extremely bad.,Jadavpur,Negative,Safety,94.3%,06:55 PM,the lighting is extremely bad.
334,The trash is very good.,Tollygunge,Positive,Hygiene,99.5%,06:55 PM,the trash is very good.
335,The marg is very good.,Salt Lake,Positive,Roads,98.0%,06:55 PM,the marg is very good.
336,The phari is very good.,Garia,Positive,Safety,95.3%,06:55 PM,the phari is very good.
337,The dakat is extremely bad. . The kachra is extremely bad.,Garia,Negative,"Safety,Hygiene",96.5%,06:55 PM,the dakat is extremely bad. . the kachra is extremely bad.
338,The yatayat is very good.,Sector V,Positive,Transit,96.0%,06:55 PM,the yatayat is very good.
